FID,country_name,site_name,borehole_name,permafrost_zone,longitude,latitude,elevation,depth,geom_ref,data_start,data_end,responsible_person,responsible_person_name,id_orga
tsp.544,Mongolia,Khuvsgul,Hovsgol 8,Continuous,99.4976,51.1873,1547.9233,50,POINT (99.49755 51.18731),,,62,Natsagdorj Sharkhuu,39
tsp.545,Mongolia,Khuvsgul,Khuurch M13a,Continuous,99.2951,51.1114,1547.0002,65,POINT (99.29512 51.11143),,,62,Natsagdorj Sharkhuu,39
tsp.546,Mongolia,Khuvsgul,Rinchin M13b,Continuous,99.3813,51.0653,1579.6483,5,POINT (99.38134 51.06534),,,62,Natsagdorj Sharkhuu,39
tsp.547,Mongolia,Khuvsgul,M12D Turag borehole No9,Continuous,100.8273,51.2859,1642,10,POINT (100.82727778 51.28594444),,,62,Natsagdorj Sharkhuu,39
tsp.548,Mongolia,Khuvsgul,Dalbay M12,Continuous,100.7584,51.0199,1661.0071,10,POINT (100.758389 51.019944),,,62,Natsagdorj Sharkhuu,39
tsp.549,Mongolia,Khuvsgul,Ardag M5a,Continuous,100.1633,50.659,2064.821,15,POINT (100.163306 50.659028),,,62,Natsagdorj Sharkhuu,39
tsp.551,Mongolia,Khuvsgul,Borsog (M12b),Continuous,100.4343,50.5828,1643.9048,4.5,POINT (100.43429 50.58282),,,62,Natsagdorj Sharkhuu,39
tsp.552,Mongolia,Khuvsgul,Borsog (M12a),Continuous,100.4338,50.5813,1661.491,5,POINT (100.43376 50.58129),,,62,Natsagdorj Sharkhuu,39
tsp.553,Mongolia,Khuvsgul,Dalbay M12b,Continuous,100.7286,50.9745,1652.6196,4.5,POINT (100.728583 50.9745),,,62,Natsagdorj Sharkhuu,39
tsp.554,Mongolia,Khuvsgul,Dalbay M12a,Continuous,100.7271,50.9703,1648.5797,15,POINT (100.727111 50.97025),,,62,Natsagdorj Sharkhuu,39
tsp.555,Mongolia,Khuvsgul,M12E Noyon borehole No11,Continuous,100.7701,51.2098,1642,5.5,POINT (100.77013889 51.20977778),,,62,Natsagdorj Sharkhuu,39
tsp.556,Mongolia,Khuvsgul,Dalbay M12f,Continuous,100.4356,51.0237,1642,5.8,POINT (100.43564 51.02373),,,62,Natsagdorj Sharkhuu,39
tsp.557,Mongolia,Khuvsgul,Ardag M5 mountain (slope),Continuous,100.1658,50.6265,1699.5907,130,POINT (100.16575 50.62647222),,,62,Natsagdorj Sharkhuu,39
tsp.558,Mongolia,Khuvsgul,Hovsgol 7,Continuous,100.1503,50.4385,1667.0167,10,POINT (100.1503 50.43855),,,62,Natsagdorj Sharkhuu,39
tsp.559,Mongolia,Khuvsgul,Ardag M5d,Continuous,100.0959,50.4036,1807.0392,165,POINT (100.09591 50.40364),,,62,Natsagdorj Sharkhuu,39
tsp.560,Mongolia,Khuvsgul,Ardag M5c,Continuous,100.0959,50.4036,2095,200,POINT (100.0959 50.4036),,,62,Natsagdorj Sharkhuu,39
tsp.561,Mongolia,Khuvsgul,Hatgal M11a,Continuous,100.1521,50.4385,1661,8.7,POINT (100.15208333 50.43852778),,,62,Natsagdorj Sharkhuu,39
tsp.562,Mongolia,Khuvsgul,Hatgal M11 (weather station),Continuous,100.0901,50.2619,1662,10,POINT (100.09013 50.26188),,,62,Natsagdorj Sharkhuu,39
tsp.563,Mongolia,Khuvsgul,Shagnuul M12c,Continuous,100.5041,50.1516,1887.0394,10,POINT (100.5041 50.15163),,,62,Natsagdorj Sharkhuu,39
tsp.564,Mongolia,Burenkhan,Burenkhan M4a mountain,Sporadic,100.0343,49.7882,1704.8254,135,POINT (100.034306 49.78825),,,62,Natsagdorj Sharkhuu,39
tsp.565,Mongolia,Burenkhan,Burenkhan M4d,Continuous,100.0248,49.4707,2124.3181,22,POINT (100.02479 49.47072),,,62,Natsagdorj Sharkhuu,39
tsp.566,Mongolia,Burenkhan,Burenkhan M4c,Continuous,100.0203,49.4705,2138.1775,80,POINT (100.02025 49.47048),,,62,Natsagdorj Sharkhuu,39
tsp.567,Mongolia,Khuvsgul,Hovsgol 6,Continuous,98.6563,49.4903,1859.8761,10,POINT (98.6563 49.4903),,,62,Natsagdorj Sharkhuu,39
tsp.568,Mongolia,Khuvsgul,Sharga M8  (valley bottom),Continuous,98.6563,49.4903,1855,11,POINT (98.65633333 49.49030556),,,62,Natsagdorj Sharkhuu,39
tsp.569,Mongolia,Borhujir,Borhujir M15,Isolated Patches,106.114,48.1631,1160,10,POINT (106.11402 48.16307),,,62,Natsagdorj Sharkhuu,39
tsp.570,Mongolia,Argalant,Argalant M3 (valley),Sporadic,106.5472,47.9236,1398.5186,50,POINT (106.547222 47.923611),,,62,Natsagdorj Sharkhuu,39
tsp.571,Mongolia,Bagnuur,Khentei 1,Isolated Patches,108.2625,47.6889,1341.9741,6,POINT (108.2625 47.68889),,,62,Natsagdorj Sharkhuu,39
tsp.572,Mongolia,Nalaikh,Khentei 2,Isolated Patches,107.25,47.7544,1508.5725,50,POINT (107.25 47.75444),,,62,Natsagdorj Sharkhuu,39
tsp.573,Mongolia,Nalaikh,Khentei 4,Isolated Patches,107.3368,47.7528,1420.3912,6,POINT (107.3368 47.75281),,,62,Natsagdorj Sharkhuu,39
tsp.574,Mongolia,Nalaikh,Khentei 3,Isolated Patches,107.3833,47.7639,1427.2107,6,POINT (107.3833 47.76389),,,62,Natsagdorj Sharkhuu,39
tsp.575,Mongolia,Nalaikh,Nalikh-SMS,Isolated Patches,107.3363,47.7532,1419.7238,3.2,POINT (107.3363 47.7532),,,64,Mamoru Ishikawa,37
tsp.576,Mongolia,Nalaikh,Nalikh-Deep,Isolated Patches,107.3363,47.7532,1419.7238,30,POINT (107.3363 47.7532),,,64,Mamoru Ishikawa,37
tsp.577,Mongolia,Nalaikh,Terelj-N-SMS,Isolated Patches,107.4254,47.9741,1611,3.2,POINT (107.4254 47.9741),,,64,Mamoru Ishikawa,37
tsp.578,Mongolia,Tov,Nalaikh M2d depression (thermokarst),Isolated Patches,107.3383,47.7764,1395,6,POINT (107.33833333 47.77638889),,,62,Natsagdorj Sharkhuu,39
tsp.579,Mongolia,Tov,Nalaikh M2b,Isolated Patches,107.2018,47.4635,1400,15,POINT (107.2018 47.4635),,,62,Natsagdorj Sharkhuu,39
tsp.580,Mongolia,Tov,Nalaikh M2f  depression (plain),Isolated Patches,107.3368,47.7528,1425,7,POINT (107.33680556 47.75280556),,,62,Natsagdorj Sharkhuu,39
tsp.581,Mongolia,Tov,Nalaikh M2c,Isolated Patches,107.173,47.4622,1531.8376,30,POINT (107.173 47.4622),,,62,Natsagdorj Sharkhuu,39
tsp.582,Mongolia,Tov,Nalaikh M2e,Isolated Patches,107.1715,47.4615,1441,10,POINT (107.1715 47.4615),,,62,Natsagdorj Sharkhuu,39
tsp.583,Mongolia,Tov,Nalaikh M2a,Isolated Patches,107.15,47.4516,1512,50,POINT (107.15 47.4516),,,62,Natsagdorj Sharkhuu,39
tsp.584,Mongolia,Tov,Khentei 5,Isolated Patches,107.3916,47.0411,1418.7714,15,POINT (107.3916 47.04111),,,62,Natsagdorj Sharkhuu,39
tsp.585,Mongolia,Tov,Gurvan turuu M9,Isolated Patches,107.6861,47.0389,1370,10.8,POINT (107.68611111 47.03888889),,,62,Natsagdorj Sharkhuu,39
tsp.586,Mongolia,Khentii,Hentii_63,Isolated Patches,109.479,47.8901,1345.3367,6,POINT (109.479 47.8901),,,64,Mamoru Ishikawa,37
tsp.587,Mongolia,Khentii,Hentii_36,Isolated Patches,109.829,47.8678,1285.0331,10,POINT (109.829 47.8678),,,64,Mamoru Ishikawa,37
tsp.588,Mongolia,Khentii,Hentii_50,Isolated Patches,109.9469,47.8058,1404.2938,9,POINT (109.9469 47.8058),,,64,Mamoru Ishikawa,37
tsp.589,Mongolia,Arkhangai,Chuluut M7b (near thermokarst),Continuous,100.4251,48.0667,1807,5,POINT (100.42513889 48.066667),,,62,Natsagdorj Sharkhuu,39
tsp.590,Mongolia,Arkhangai,Chuluut M7a (pingo top),Continuous,100.3917,48.0411,1830,15,POINT (100.391667 48.041111),,,62,Natsagdorj Sharkhuu,39
tsp.591,Mongolia,Nalaikh,Terelj M14a (in forest),Continuous,107.4255,47.9793,1596,5.5,POINT (107.4255 47.97930556),,,62,Natsagdorj Sharkhuu,39
tsp.592,Mongolia,Nalaikh,M14 Terelj (on grassland),Isolated Patches,107.4251,47.9801,1590,8,POINT (107.42513889 47.98013889),,,62,Natsagdorj Sharkhuu,39
tsp.593,Mongolia,Arkhangai,Terkh_obor,Continuous,99.3749,48.0989,2094.6082,8,POINT (99.3749 48.0989),,,64,Mamoru Ishikawa,37
tsp.594,Mongolia,Arkhangai,Terkh M6,Continuous,99.2242,48.0455,2050,15,POINT (99.2242 48.0455),,,62,Natsagdorj Sharkhuu,39
tsp.595,Mongolia,Arkhangai,Terkh_ar,Continuous,99.3939,48.0381,2180,10,POINT (99.3939 48.0381),,,64,Mamoru Ishikawa,37
tsp.596,Mongolia,Bayan-Ulgii,Tsengel M10b (Khargant valley),Sporadic,89.148,48.7784,2200,5,POINT (89.14802778 48.77844444),,,62,Natsagdorj Sharkhuu,39
tsp.597,Mongolia,Bayan-Ulgii,Tsengel M10a (gentle slope),Sporadic,89.1357,48.7526,2400,2.8,POINT (89.1356666667 48.7525833333),,,62,Natsagdorj Sharkhuu,39
tsp.598,Mongolia,Bayan-Ulgii,Tsengel M10 (mountain),Sporadic,89.1114,48.6695,2950,1.3,POINT (89.11144444 48.6695),,,62,Natsagdorj Sharkhuu,39
tsp.599,United States,Fairbanks,Cuchman Creek,Discontinuous,-147.9083,65.177,354.6439,6.5,POINT (-147.9083 65.177),,,100,Kenji Yoshikawa,58
tsp.600,United States,Fairbanks,Caribou-Poker/T1,Discontinuous,-147.6889,65.15,215,10.8,POINT (-147.688889 65.15),,,100,Kenji Yoshikawa,58
tsp.601,United States,Fairbanks,Caribou Pingo,Discontinuous,-147.5417,65.143,294,23.5,POINT (-147.5417 65.143),,,100,Kenji Yoshikawa,58
tsp.602,United States,Fairbanks,Caribou-Poker/MD,Discontinuous,-147.5172,65.1741,314,33,POINT (-147.517222 65.174056),,,100,Kenji Yoshikawa,58
tsp.603,United States,Fairbanks,CPCRW_C4,Discontinuous,-147.5017,65.1643,258,30,POINT (-147.501667 65.164306),,,100,Kenji Yoshikawa,58
tsp.604,United States,Fairbanks,Caribou-Poker/TJ,Discontinuous,-147.4928,65.1558,241.2616,24.5,POINT (-147.492778 65.155833),,,100,Kenji Yoshikawa,58
tsp.605,United States,Fairbanks,Caribou-Poker/CONF,Discontinuous,-147.4883,65.1532,217,19.8,POINT (-147.488333 65.15325),,,100,Kenji Yoshikawa,58
tsp.606,United States,Fairbanks,Caribou-Poker/CMET,Discontinuous,-147.4883,65.1532,225,14.7,POINT (-147.488333 65.15325),,,100,Kenji Yoshikawa,58
tsp.607,United States,Fairbanks,Spruce Creek 2,Discontinuous,-147.5707,65.0603,359,46,POINT (-147.57065 65.060305),,,10,Vladimir E. Romanovsky,5
tsp.608,United States,Fairbanks,Spruce Creek,Discontinuous,-147.5665,65.0592,411.3548,46,POINT (-147.566527 65.05919),,,10,Vladimir E. Romanovsky,5
tsp.609,United States,Fairbanks,Vault Creek,Discontinuous,-147.6983,65.0317,215,53,POINT (-147.6983 65.0317),,,10,Vladimir E. Romanovsky,5
tsp.610,United States,Fairbanks,Fox,Discontinuous,-147.6177,64.9506,247.4188,17,POINT (-147.617694 64.95061),2009,2013,10,Vladimir E. Romanovsky,5
tsp.611,United States,Fairbanks,Pearl Creek,Discontinuous,-147.8283,64.901,227,7.2,POINT (-147.8283 64.901),,,100,Kenji Yoshikawa,58
tsp.612,United States,Fairbanks,Upper Pearl Creek,Discontinuous,-147.815,64.899,227,7.2,POINT (-147.815 64.899),,,100,Kenji Yoshikawa,58
tsp.613,United States,Fairbanks,Fairbanks (Pearl Creek,Discontinuous,-147.817,64.889,193,5.5,POINT (-147.817 64.889),,,100,Kenji Yoshikawa,58
tsp.614,United States,Fairbanks,Fairbanks (University),Discontinuous,-147.85,64.876,172,5,POINT (-147.85 64.876),,,100,Kenji Yoshikawa,58
tsp.615,United States,Fairbanks,GI#1,Discontinuous,-147.8465,64.8753,170,35,POINT (-147.846499 64.875266),2010,2012,10,Vladimir E. Romanovsky,5
tsp.616,United States,Fairbanks,GI#2,Discontinuous,-147.8482,64.8745,171.3932,35,POINT (-147.848247 64.874494),2009,2012,10,Vladimir E. Romanovsky,5
tsp.617,United States,Fairbanks,Smith Lake 1,Discontinuous,-147.8608,64.8694,161.7949,3,POINT (-147.8608 64.869367),,,10,Vladimir E. Romanovsky,5
tsp.618,United States,Fairbanks,Smith Lake 3,Discontinuous,-147.8588,64.8675,157.8921,3,POINT (-147.858833 64.867517),2006,2013,10,Vladimir E. Romanovsky,5
tsp.619,United States,Fairbanks,Smith Lake 4,Discontinuous,-147.8584,64.8669,157.3483,3,POINT (-147.858383 64.8669),2006,2013,10,Vladimir E. Romanovsky,5
tsp.620,United States,Fairbanks,Smith Lake 2,Discontinuous,-147.8568,64.8661,157.7674,3,POINT (-147.856767 64.866117),2006,2013,10,Vladimir E. Romanovsky,5
tsp.621,United States,Fairbanks,UAF Farm 3,Discontinuous,-147.8578,64.8529,150,40,POINT (-147.85784 64.85291),2005,2012,10,Vladimir E. Romanovsky,5
tsp.622,United States,Fairbanks,UAF Farm 2,Discontinuous,-147.8575,64.8529,150,25,POINT (-147.85752 64.85288),,,10,Vladimir E. Romanovsky,5
tsp.623,United States,Fairbanks,UAF Farm 1,Discontinuous,-147.8575,64.8529,150,25,POINT (-147.85752 64.85288),,,10,Vladimir E. Romanovsky,5
tsp.624,United States,Fairbanks,College Peat,Discontinuous,-147.7849,64.8678,69,69,POINT (-147.78488 64.86784),2006,2010,10,Vladimir E. Romanovsky,5
tsp.625,United States,Fairbanks,Fairbanks (Randy Smith),Discontinuous,-147.752,64.856,136,2,POINT (-147.752 64.856),,,100,Kenji Yoshikawa,58
tsp.626,United States,Fairbanks,Farmer\'s Loop,Discontinuous,-147.668,64.875,151.9355,12,POINT (-147.668 64.875),,,100,Kenji Yoshikawa,58
tsp.627,United States,Fairbanks,Farmer\'s Loop*,Discontinuous,-147.668,64.875,151.9355,12,POINT (-147.668 64.875),,,100,Kenji Yoshikawa,58
tsp.628,United States,Fairbanks,LTER 2-2,Discontinuous,-148.2886,64.715,135.889,5.2,POINT (-148.288589 64.715017),,,10,Vladimir E. Romanovsky,5
tsp.629,United States,Fairbanks,LTER 2-1,Discontinuous,-148.2913,64.707,132,24,POINT (-148.291282 64.706955),,,10,Vladimir E. Romanovsky,5
tsp.630,United States,Fairbanks,Bonanza Creek,Discontinuous,-148.2913,64.7069,125.6989,45,POINT (-148.291281 64.706944),2009,2012,10,Vladimir E. Romanovsky,5
tsp.631,United States,Fairbanks,Birch Lake,Discontinuous,-146.6883,64.3235,262,62,POINT (-146.6883 64.32354),2007,2012,10,Vladimir E. Romanovsky,5
tsp.632,United States,Anchorage,Chugiak,No Permafrost,-149.5427,61.3812,34.3043,11,POINT (-149.54269 61.381219),,,100,Kenji Yoshikawa,58
tsp.633,United States,Anchorage,Anchorage (Polaris K12),No Permafrost,-149.853,61.164,40.5466,2,POINT (-149.853 61.164),,,100,Kenji Yoshikawa,58
tsp.634,Russia,Chukotka,Lake Elgygytgyn,Continuous,171.9447,67.4847,507.9668,141.5,POINT (171.9447 67.4847),2008,2011,84,Georg Schwamborn,42
tsp.635,United States,St. Lawrence Island,Savoonga,Discontinuous,-170.498,63.693,10,3.2,POINT (-170.498 63.693),,,100,Kenji Yoshikawa,58
tsp.636,United States,Nunivak Island,Mekoryuk,Continuous,-166.184,60.397,7,3,POINT (-166.184 60.397),,,100,Kenji Yoshikawa,58
tsp.637,Antarctica,Deception Island,Crater Lake 3. Deception Island,Continuous,-60.6667,-62.9833,85,6,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.638,Antarctica,Deception Island,Crater Lake S1. Deception Island,Continuous,-60.6667,-62.9833,70.7674,1,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.639,Antarctica,Deception Island,Crater Lake S2. Deception Island,Continuous,-60.6667,-62.9833,85,1.5,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.640,Antarctica,Deception Island,Crater Lake 2. Deception Island,Continuous,-60.6667,-62.9833,85,5,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.641,Antarctica,Deception Island,Crater Lake 1. Deception Island,Continuous,-60.6667,-62.9833,85,4.5,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.642,Antarctica,King George Island,Lions Rump 1. King George Island,Unknown,-58.1284,-62.1378,86,0.8,POINT (-58.128433 -62.137778),,,21,Carlos Schaefer,9
tsp.643,Antarctica,King George Island,Potter 1. King George Island,Unknown,-58.6599,-62.2526,60,0.9,POINT (-58.659947 -62.252608),,,21,Carlos Schaefer,9
tsp.644,Antarctica,King George Island,Keller 6. King George Island,Unknown,-58.4532,-62.0782,31,0.8,POINT (-58.453219 -62.078206),,,21,Carlos Schaefer,9
tsp.645,Antarctica,King George Island,Keller 5. King George Island,Unknown,-58.4162,-62.0725,45,0.48,POINT (-58.416194 -62.072456),,,21,Carlos Schaefer,9
tsp.646,Antarctica,King George Island,Keller 4. King George Island,Unknown,-58.4037,-62.0758,196,0.8,POINT (-58.403733 -62.075753),,,21,Carlos Schaefer,9
tsp.647,Antarctica,King George Island,Keller 8. King George Island,Unknown,-58.3951,-62.083,49,1,POINT (-58.395078 -62.082981),,,21,Carlos Schaefer,9
tsp.648,Antarctica,King George Island,Keller 3. King George Island,Unknown,-58.405,-62.0819,259,0.46,POINT (-58.405031 -62.081864),,,21,Carlos Schaefer,9
tsp.649,Antarctica,King George Island,Keller 1. King George Island,Unknown,-58.3951,-62.0849,28,0.99,POINT (-58.395078 -62.084856),,,21,Carlos Schaefer,9
tsp.650,Antarctica,King George Island,Keller 9. King George Island,Unknown,-58.4067,-62.0858,113,0.98,POINT (-58.406689 -62.085842),,,21,Carlos Schaefer,9
tsp.651,Antarctica,King George Island,Keller 7. King George Island,Unknown,-58.4136,-62.0858,89,0.63,POINT (-58.413561 -62.085781),,,21,Carlos Schaefer,9
tsp.652,Antarctica,King George Island,Keller 2. King George Island,Unknown,-58.4053,-62.0883,37,0.98,POINT (-58.405253 -62.088306),,,21,Carlos Schaefer,9
tsp.653,Antarctica,King George Island,Fildes 2. King George Island,Unknown,-58.9432,-62.1801,116,0.5,POINT (-58.943214 -62.180117),,,21,Carlos Schaefer,9
tsp.654,Antarctica,King George Island,Fildes 1. King George Island,Unknown,-58.9604,-62.2036,60,0.9,POINT (-58.960375 -62.203625),,,21,Carlos Schaefer,9
tsp.655,Antarctica,King George Island,Bellingshausen Station. King George Island,Unknown,-58.9656,-62.1967,16,11,POINT (-58.965556 -62.196667),,,31,Andrey Abramov,14
tsp.656,China,Greater Khingan Range,TP-1S (A),Sporadic,123.9833,53.3333,256.575,11,POINT (123.983333 53.333333),,,44,Huijun Jin,24
tsp.657,China,Greater Khingan Range,TP-2S (B),Sporadic,124.5667,52.5333,445,15,POINT (124.566667 52.533333),,,44,Huijun Jin,24
tsp.658,China,Greater Khingan Range,TP-3S(C),Sporadic,124.2667,51.4667,585,13,POINT (124.266667 51.466667),,,44,Huijun Jin,24
tsp.659,China,Greater Khingan Range,TP-6S(F),Sporadic,121.549,50.6294,721,6,POINT (121.548967 50.62945),,,44,Huijun Jin,24
tsp.660,China,Greater Khingan Range,TP-5S(E),Discontinuous,121.5027,50.9332,803,17,POINT (121.5027 50.933183),,,44,Huijun Jin,24
tsp.661,China,Greater Khingan Range,TP-4S(D),Discontinuous,121.5032,50.9334,805,6,POINT (121.50325 50.9334),,,44,Huijun Jin,24
tsp.662,Antarctica,Molodyozhnaya Station,Molodeshnaya (Thala Hills),,45.8419,-67.6656,45,1,POINT (45.841944 -67.665556),,,31,Andrey Abramov,14
tsp.663,Antarctica,Maitri Station,Novolazarevskaya,,11.795,-70.7628,80,3,POINT (11.795 -70.762778),,,31,Andrey Abramov,14
tsp.664,Antarctica,Troll Station,Troll Station,Continuous,2.5331,-72.0114,1332.5858,2,POINT (2.533056 -72.011389),,,35,Ian Meiklejohn,17
tsp.665,Antarctica,Russkaya Station,Russkaya Station,Unknown,-136.7964,-74.7633,76,1.5,POINT (-136.796389 -74.763333),,,31,Andrey Abramov,14
tsp.666,Antarctica,Sanae Base,Vesleskarvet,Continuous,-2.8403,-71.6699,805.8531,0.6,POINT (-2.84033372 -71.66987859),,,35,Ian Meiklejohn,17
tsp.667,Antarctica,Sanae Base,Flarjuven Bluff,Continuous,-3.3787,-72.025,1224.1858,0.6,POINT (-3.37868665 -72.025),,,35,Ian Meiklejohn,17
tsp.668,Antarctica,Aboa Station,Aboa Station (Wasa/Basen Nunatak),Unknown,-13.4333,-73.0333,450,0.6,POINT (-13.433333 -73.033333),,,33,Jan Boelhouwers,16
tsp.669,Antarctica,Aboa Station,Fossilryggen,Unknown,-13.0333,-73.4,550,1.2,POINT (-13.033333 -73.4),,,33,Jan Boelhouwers,16
tsp.670,Antarctica,Svea Station,Svea,Unknown,-11.2167,-74.5667,1300.6829,1.2,POINT (-11.216667 -74.566667),,,33,Jan Boelhouwers,16
tsp.671,Antarctica,Bunger Hills,Bunger hills,Unknown,100.76,-66.2753,7,7,POINT (100.76 -66.275278),2008,2014,31,Andrey Abramov,14
tsp.672,Antarctica,Hallett Peninsula,Cape Hallett,Unknown,170.2267,-72.32,4,1.2,POINT (170.22673 -72.32),,,24,Megan Balks,11
tsp.673,Antarctica,Zucchelli Station,Oasi New,Unknown,164.1,-74.7,80,30.75,POINT (164.1 -74.7),,,23,Mauro Guglielmin,10
tsp.674,Antarctica,Zucchelli Station,Boulder Clay,Unknown,164.0214,-74.7458,205,3.6,POINT (164.02139 -74.74583),,,23,Mauro Guglielmin,10
tsp.675,Antarctica,Zucchelli Station,Adelie Cove,Unknown,163.9667,-74.7833,35,6.1,POINT (163.966667 -74.783333),,,23,Mauro Guglielmin,10
tsp.676,Antarctica,Zucchelli Station,M. Keinath,Unknown,164.0028,-74.5583,1100,1.2,POINT (164.00278 -74.55833),,,23,Mauro Guglielmin,10
tsp.677,Antarctica,Zucchelli Station,Simpson Crags,Unknown,162.7583,-74.5667,830,7.8,POINT (162.75833 -74.56667),,,23,Mauro Guglielmin,10
tsp.678,Antarctica,Beacon Valley,Beacon Valley – middle,Unknown,160.6019,-77.8486,1273,19.6,POINT (160.60186 -77.84864),,,26,Ron Sletten,4
tsp.679,Antarctica,Beacon Valley,Beacon Valley-Bench,Unknown,160.626,-77.8516,1349,1.22,POINT (160.62598 -77.85164),,,26,Ron Sletten,4
tsp.680,Antarctica,Beacon Valley,Beacon Valley lower,Unknown,160.712,-77.8032,950,0.7,POINT (160.712 -77.80319),,,26,Ron Sletten,4
tsp.681,Antarctica,Beacon Valley,Beacon Valley – lower,Unknown,160.7138,-77.8032,1000,30.62,POINT (160.71384 -77.80318),,,26,Ron Sletten,4
tsp.682,Russia,Neryungri,NUR-1,Discontinuous,124.5828,56.743,853,65,POINT (124.5828 56.743),,,14,Dmitry Sergueev,7
tsp.683,Russia,Neryungri,NUR-2,Discontinuous,124.5935,56.69,796,90,POINT (124.5935 56.69),,,14,Dmitry Sergueev,7
tsp.684,Russia,Aldan,Aldan E-5,Continuous,126.2251,58.6675,871,10,POINT (126.2251 58.6675),,,81,Mikail Zheleznyak,45
tsp.685,Russia,Aldan,Ayansky,Discontinuous,125.4493,58.1143,954,15,POINT (125.4493 58.1143),,,81,Mikail Zheleznyak,45
tsp.686,Russia,Aldan,Kerak,Discontinuous,125.5019,57.9832,963.4664,1,POINT (125.5019 57.9832),2008,2017,81,Mikail Zheleznyak,45
tsp.687,Russia,Aldan,Taezhnoe 345,Discontinuous,125.3694,57.6957,1255.8444,30,POINT (125.3694 57.6957),1982,2017,81,Mikail Zheleznyak,45
tsp.688,Mongolia,Bayankhongor,Bayanbulag3,Isolated Patches,98.0875,46.8119,2255.9829,10,POINT (98.0875 46.8119),,,64,Mamoru Ishikawa,37
tsp.689,Mongolia,Bayankhongor,Bayanbulag1,Isolated Patches,97.9837,46.8282,2412.7009,10,POINT (97.9837 46.8282),,,64,Mamoru Ishikawa,37
tsp.690,Russia,Aldan,Aldan 312,Discontinuous,125.3667,57.7,1211,670,POINT (125.3667 57.7),,,81,Mikail Zheleznyak,45
tsp.691,Mongolia,Bayankhongor,Galuut1,Isolated Patches,99.9833,46.551,2098.8816,10,POINT (99.9833 46.551),,,64,Mamoru Ishikawa,37
tsp.692,Russia,Aldan,Aldan D-1,Discontinuous,124.5343,57.5336,1001,1,POINT (124.5343 57.53361),2008,2015,81,Mikail Zheleznyak,45
tsp.693,Mongolia,Bayankhongor,Galuut2,Isolated Patches,99.991,46.5575,2038.8448,8,POINT (99.991 46.5575),,,64,Mamoru Ishikawa,37
tsp.694,Russia,Aldan,Aldan D-2,Continuous,124.5008,57.5553,1001,15,POINT (124.5008 57.5553),,,81,Mikail Zheleznyak,45
tsp.695,Russia,Aldan,Aldan 35,Continuous,128.4245,58.3587,955,15,POINT (128.4245 58.3587),,,81,Mikail Zheleznyak,45
tsp.696,Mongolia,Bayankhongor,Bayanovoo,Isolated Patches,100.439,46.2766,1936.0852,10,POINT (100.439 46.2766),,,64,Mamoru Ishikawa,37
tsp.697,Mongolia,Zavkhan,Nomrog 2,Isolated Patches,96.9616,48.8709,1848.0905,12,POINT (96.9616 48.8709),,,64,Mamoru Ishikawa,37
tsp.698,Russia,Magadan,Olsky pass-6,Discontinuous,151.0033,59.6099,345,201,POINT (151.003328 59.60988),1990,2016,150,Sergey Gulyi,45
tsp.699,Mongolia,Zavkhan,Nomrog 1,Isolated Patches,96.9618,48.8705,1846.1119,5.5,POINT (96.9618 48.8705),,,64,Mamoru Ishikawa,37
tsp.700,Russia,Magadan,Magadan 28,Discontinuous,150.9385,59.7961,303.9013,1,POINT (150.9385 59.7961),,,81,Mikail Zheleznyak,45
tsp.701,Russia,Magadan,Magadan 27,Discontinuous,150.9359,59.7874,424,1,POINT (150.9359 59.7874),,,81,Mikail Zheleznyak,45
tsp.702,Norway,Tronfjell,Tro-BH1* Tron,Mountain,10.7022,62.1742,1640,30,POINT (10.702222 62.174167),,,49,Bernd Etzelmüller,29
tsp.703,Norway,Tronfjell,Tro-BH3 Tron,Sporadic,10.7146,62.1515,1290,10,POINT (10.714554 62.151466),,,49,Bernd Etzelmüller,29
tsp.704,Norway,Tronfjell,Tro-BH2 Tron,Sporadic,10.7025,62.1697,1589,10,POINT (10.702548 62.169724),,,49,Bernd Etzelmüller,29
tsp.705,Norway,Juvvass,Juv-BH6 Juvvass,Sporadic,8.4034,61.7068,1314,10,POINT (8.403397 61.706821),,,49,Bernd Etzelmüller,29
tsp.706,Norway,Juvvass,Juv-BH5 Juvvass,Sporadic,8.3921,61.7006,1468,10,POINT (8.392079 61.700559),,,49,Bernd Etzelmüller,29
tsp.707,Norway,Juvvass,Juv-BH4 Juvvass,Mountain,8.3851,61.6998,1560,15,POINT (8.385098 61.699818),,,146,Herman Farbrot,29
tsp.708,Norway,Juvvass,Juv-BH3* Juvvass,Mountain,8.3858,61.6969,1561,10,POINT (8.385833 61.696944),,,49,Bernd Etzelmüller,29
tsp.709,Norway,Juvvass,Juv-BH2* Juvvass,Mountain,8.3717,61.6844,1771,10,POINT (8.371667 61.684444),,,49,Bernd Etzelmüller,29
tsp.710,Norway,Juvvass,PACE 30 Juvvasshoe,Sporadic,8.3667,61.6833,1778.5281,129,POINT (8.366667 61.683333),,,65,Ketil Isaksen,38
